,wave,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,guess_prob_liked,met,match
3446,10,female,27.0,32.0,5,european/caucasian-american,european/caucasian-american,1,3.0,5.0,arts administration,18.0,10.0,30.0,10.0,10.0,22.0,6.0,7.0,6.0,6.0,6.0,4.0,15.0,20.0,20.0,15.0,15.0,15.0,10.0,9.0,10.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,8.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0.26,5.0,,2.0,8.0,0.0,0
3447,10,female,27.0,25.0,2,european/caucasian-american,european/caucasian-american,1,3.0,5.0,arts administration,35.0,20.0,10.0,20.0,10.0,5.0,6.0,6.0,7.0,,,5.0,15.0,20.0,20.0,15.0,15.0,15.0,10.0,9.0,10.0,9.0,8.0,7.0,9.0,9.0,9.0,10.0,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0.46,5.0,,2.0,8.0,0.0,0
3448,10,female,27.0,25.0,2,european/caucasian-american,asian/pacific islander/asian-american,0,3.0,5.0,arts administration,20.0,30.0,10.0,15.0,0.0,25.0,6.0,7.0,7.0,6.0,5.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,10.0,9.0,10.0,9.0,8.0,5.0,8.0,8.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,-0.14,5.0,,2.0,6.0,0.0,0
3449,10,female,27.0,27.0,0,european/caucasian-american,other,0,3.0,5.0,arts administration,25.0,15.0,20.0,20.0,15.0,5.0,6.0,8.0,7.0,7.0,6.0,3.0,15.0,20.0,20.0,15.0,15.0,15.0,10.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,7.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0.14,5.0,,2.0,7.0,0.0,0
3450,10,female,27.0,33.0,6,european/caucasian-american,other,0,3.0,5.0,arts administration,22.0,22.0,15.0,15.0,5.0,21.0,9.0,9.0,8.0,9.0,8.0,9.0,15.0,20.0,20.0,15.0,15.0,15.0,10.0,9.0,10.0,9.0,8.0,6.0,8.0,9.0,8.0,10.0,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0.2,5.0,,2.0,6.0,0.0,0
3451,10,female,27.0,25.0,2,european/caucasian-american,other,0,3.0,5.0,arts administration,20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,8.0,15.0,20.0,20.0,15.0,15.0,15.0,10.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,9.0,10.0,10.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0.81,5.0,,2.0,8.0,0.0,1
3452,10,female,27.0,33.0,6,european/caucasian-american,other,0,3.0,5.0,arts administration,19.0,19.0,19.0,19.0,19.0,5.0,5.0,8.0,7.0,4.0,8.0,8.0,15.0,20.0,20.0,15.0,15.0,15.0,10.0,9.0,10.0,9.0,8.0,6.0,8.0,8.0,6.0,7.0,6.0,8.0,5.0,8.0,8.0,10.0,10.0,8.0,2.0,8.0,7.0,5.0,9.0,9.0,10.0,10.0,7.0,6.0,0.03,5.0,,2.0,6.0,0.0,0
3453,10,female,34.0,27.0,7,european/caucasian-american,european/caucasian-american,1,6.0,6.0,conservation biology,20.0,20.0,20.0,25.0,5.0,10.0,6.0,9.0,7.0,6.0,9.0,,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,7.0,9.0,9.0,6.0,6.0,8.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.28,7.0,,1.0,,0.0,0
3454,10,female,34.0,28.0,6,european/caucasian-american,european/caucasian-american,1,6.0,6.0,conservation biology,20.0,20.0,20.0,10.0,10.0,20.0,6.0,8.0,9.0,3.0,6.0,3.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,7.0,6.0,6.0,7.0,8.0,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.66,7.0,,1.0,2.0,0.0,0
3455,10,female,34.0,32.0,2,european/caucasian-american,european/caucasian-american,1,6.0,6.0,conservation biology,18.0,10.0,30.0,10.0,10.0,22.0,6.0,8.0,8.0,6.0,5.0,3.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,7.0,6.0,9.0,8.0,7.0,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.54,7.0,,1.0,6.0,0.0,1
3456,10,female,34.0,25.0,9,european/caucasian-american,european/caucasian-american,1,6.0,6.0,conservation biology,35.0,20.0,10.0,20.0,10.0,5.0,5.0,5.0,6.0,5.0,,6.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,5.0,9.0,7.0,7.0,5.0,6.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.52,7.0,,1.0,6.0,0.0,0
3457,10,female,34.0,25.0,9,european/caucasian-american,asian/pacific islander/asian-american,0,6.0,6.0,conservation biology,20.0,30.0,10.0,15.0,0.0,25.0,5.0,8.0,6.0,5.0,4.0,7.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,6.0,8.0,8.0,5.0,6.0,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.02,7.0,,1.0,7.0,0.0,0
3458,10,female,34.0,27.0,7,european/caucasian-american,other,0,6.0,6.0,conservation biology,25.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,8.0,6.0,3.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,8.0,8.0,7.0,8.0,9.0,6.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.15,7.0,,1.0,4.0,0.0,0
3459,10,female,34.0,33.0,1,european/caucasian-american,other,0,6.0,6.0,conservation biology,22.0,22.0,15.0,15.0,5.0,21.0,6.0,7.0,6.0,5.0,5.0,5.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,6.0,8.0,8.0,6.0,8.0,5.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.32,7.0,,1.0,7.0,0.0,0
3460,10,female,34.0,25.0,9,european/caucasian-american,other,0,6.0,6.0,conservation biology,20.0,20.0,20.0,20.0,10.0,10.0,5.0,8.0,7.0,6.0,6.0,5.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,7.0,8.0,9.0,7.0,8.0,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.6,7.0,,1.0,5.0,0.0,0
3461,10,female,34.0,33.0,1,european/caucasian-american,other,0,6.0,6.0,conservation biology,19.0,19.0,19.0,19.0,19.0,5.0,7.0,8.0,8.0,6.0,6.0,,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,7.0,9.0,4.0,5.0,7.0,8.0,6.0,6.0,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,0.37,7.0,,1.0,6.0,0.0,0
3462,10,female,26.0,27.0,1,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,mba,20.0,20.0,20.0,25.0,5.0,10.0,7.0,7.0,7.0,9.0,9.0,,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.09,2.0,,1.0,4.0,0.0,0
3463,10,female,26.0,28.0,2,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,mba,20.0,20.0,20.0,10.0,10.0,20.0,8.0,6.0,8.0,10.0,9.0,2.0,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,-0.31,2.0,,1.0,6.0,0.0,0
3464,10,female,26.0,32.0,6,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,mba,18.0,10.0,30.0,10.0,10.0,22.0,8.0,7.0,8.0,7.0,7.0,4.0,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,5.0,7.0,6.0,5.0,6.0,3.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.18,2.0,,1.0,4.0,0.0,0
3465,10,female,26.0,25.0,1,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,mba,35.0,20.0,10.0,20.0,10.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,-0.25,2.0,,1.0,2.0,0.0,0
3466,10,female,26.0,25.0,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1.0,1.0,mba,20.0,30.0,10.0,15.0,0.0,25.0,6.0,6.0,4.0,8.0,3.0,4.0,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,4.0,5.0,5.0,4.0,7.0,3.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,-0.06,2.0,,1.0,2.0,0.0,0
3467,10,female,26.0,27.0,1,asian/pacific islander/asian-american,other,0,1.0,1.0,mba,25.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,7.0,8.0,7.0,5.0,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,5.0,4.0,5.0,7.0,6.0,5.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.09,2.0,,1.0,4.0,0.0,0
3468,10,female,26.0,33.0,7,asian/pacific islander/asian-american,other,0,1.0,1.0,mba,22.0,22.0,15.0,15.0,5.0,21.0,8.0,9.0,8.0,10.0,9.0,10.0,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,-0.18,2.0,,1.0,3.0,0.0,0
3469,10,female,26.0,25.0,1,asian/pacific islander/asian-american,other,0,1.0,1.0,mba,20.0,20.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,8.0,9.0,7.0,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,7.0,5.0,5.0,6.0,5.0,7.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,-0.38,2.0,,1.0,5.0,0.0,1
3470,10,female,26.0,33.0,7,asian/pacific islander/asian-american,other,0,1.0,1.0,mba,19.0,19.0,19.0,19.0,19.0,5.0,7.0,8.0,7.0,5.0,8.0,,10.0,30.0,30.0,10.0,10.0,10.0,3.0,8.0,5.0,3.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.28,2.0,,1.0,2.0,0.0,0
3471,10,female,29.0,27.0,2,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,business,20.0,20.0,20.0,25.0,5.0,10.0,7.0,7.0,6.0,8.0,,,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,5.0,6.0,8.0,7.0,6.0,6.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,0.51,2.0,,2.0,7.0,0.0,1
3472,10,female,29.0,28.0,1,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,business,20.0,20.0,20.0,10.0,10.0,20.0,8.0,9.0,9.0,9.0,9.0,7.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,5.0,7.0,8.0,6.0,7.0,5.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,0.0,2.0,,2.0,6.0,0.0,0
3473,10,female,29.0,32.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,business,18.0,10.0,30.0,10.0,10.0,22.0,9.0,8.0,7.0,7.0,6.0,4.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,4.0,7.0,10.0,7.0,8.0,5.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,0.11,2.0,,2.0,4.0,0.0,0
3474,10,female,29.0,25.0,4,asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,business,35.0,20.0,10.0,20.0,10.0,5.0,8.0,5.0,6.0,7.0,,5.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,4.0,9.0,8.0,6.0,6.0,4.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,0.14,2.0,,2.0,5.0,0.0,0
3475,10,female,29.0,25.0,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1.0,1.0,business,20.0,30.0,10.0,15.0,0.0,25.0,5.0,6.0,5.0,5.0,4.0,3.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,5.0,10.0,10.0,9.0,6.0,7.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,-0.15,2.0,,2.0,6.0,0.0,0
3476,10,female,29.0,27.0,2,asian/pacific islander/asian-american,other,0,1.0,1.0,business,25.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,7.0,8.0,7.0,5.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,10.0,6.0,8.0,9.0,7.0,5.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,0.17,2.0,,2.0,6.0,0.0,1
3477,10,female,29.0,33.0,4,asian/pacific islander/asian-american,other,0,1.0,1.0,business,22.0,22.0,15.0,15.0,5.0,21.0,2.0,9.0,7.0,9.0,9.0,9.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,5.0,8.0,9.0,6.0,10.0,5.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,0.19,2.0,,2.0,6.0,0.0,0
3478,10,female,29.0,25.0,4,asian/pacific islander/asian-american,other,0,1.0,1.0,business,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,8.0,6.0,10.0,9.0,10.0,9.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,0.76,2.0,,2.0,7.0,0.0,1
3479,10,female,29.0,33.0,4,asian/pacific islander/asian-american,other,0,1.0,1.0,business,19.0,19.0,19.0,19.0,19.0,5.0,7.0,8.0,7.0,6.0,7.0,,90.0,2.0,2.0,2.0,2.0,2.0,8.0,10.0,8.0,8.0,8.0,7.0,7.0,9.0,6.0,8.0,5.0,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,-0.01,2.0,,2.0,4.0,0.0,0
3480,10,female,26.0,27.0,1,latino/hispanic american,european/caucasian-american,0,3.0,3.0,sociology,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,7.0,7.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,4.0,6.0,7.0,3.0,2.0,7.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.31,6.0,,3.0,5.0,0.0,1
3481,10,female,26.0,28.0,2,latino/hispanic american,european/caucasian-american,0,3.0,3.0,sociology,20.0,20.0,20.0,10.0,10.0,20.0,8.0,5.0,7.0,5.0,3.0,1.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,3.0,6.0,6.0,5.0,9.0,5.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.19,6.0,,3.0,5.0,0.0,0
3482,10,female,26.0,32.0,6,latino/hispanic american,european/caucasian-american,0,3.0,3.0,sociology,18.0,10.0,30.0,10.0,10.0,22.0,9.0,8.0,8.0,7.0,7.0,6.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,3.0,2.0,6.0,2.0,2.0,7.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.73,6.0,,3.0,4.0,0.0,0
3483,10,female,26.0,25.0,1,latino/hispanic american,european/caucasian-american,0,3.0,3.0,sociology,35.0,20.0,10.0,20.0,10.0,5.0,8.0,7.0,7.0,7.0,5.0,,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,4.0,8.0,8.0,6.0,,,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.33,6.0,,3.0,6.0,0.0,1
3484,10,female,26.0,25.0,1,latino/hispanic american,asian/pacific islander/asian-american,0,3.0,3.0,sociology,20.0,30.0,10.0,15.0,0.0,25.0,8.0,6.0,6.0,6.0,3.0,5.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,1.0,7.0,6.0,2.0,2.0,3.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,-0.01,6.0,,3.0,3.0,0.0,0
3485,10,female,26.0,27.0,1,latino/hispanic american,other,0,3.0,3.0,sociology,25.0,15.0,20.0,20.0,15.0,5.0,8.0,7.0,7.0,6.0,6.0,5.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,5.0,3.0,6.0,7.0,10.0,3.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.16,6.0,,3.0,6.0,0.0,1
3486,10,female,26.0,33.0,7,latino/hispanic american,other,0,3.0,3.0,sociology,22.0,22.0,15.0,15.0,5.0,21.0,9.0,8.0,9.0,9.0,7.0,8.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,3.0,5.0,,6.0,10.0,,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.27,6.0,,3.0,5.0,1.0,0
3487,10,female,26.0,25.0,1,latino/hispanic american,other,0,3.0,3.0,sociology,20.0,20.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,8.0,7.0,8.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,7.0,7.0,7.0,6.0,9.0,7.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.67,6.0,,3.0,6.0,0.0,1
3488,10,female,26.0,33.0,7,latino/hispanic american,other,0,3.0,3.0,sociology,19.0,19.0,19.0,19.0,19.0,5.0,8.0,9.0,8.0,8.0,8.0,8.0,20.0,20.0,25.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,4.0,3.0,6.0,7.0,5.0,3.0,7.0,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,0.44,6.0,,3.0,6.0,0.0,1
3489,10,male,27.0,22.0,5,european/caucasian-american,other,0,2.0,3.0,japanese literature,20.0,20.0,20.0,10.0,10.0,20.0,4.0,8.0,9.0,7.0,8.0,2.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,6.0,9.0,7.0,7.0,8.0,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.43,6.0,,3.0,7.0,0.0,0
3490,10,male,27.0,23.0,4,european/caucasian-american,european/caucasian-american,1,2.0,3.0,japanese literature,15.0,15.0,20.0,20.0,20.0,10.0,6.0,6.0,6.0,5.0,5.0,5.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,8.0,8.0,8.0,8.0,,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.33,6.0,,3.0,7.0,0.0,1
3491,10,male,27.0,24.0,3,european/caucasian-american,asian/pacific islander/asian-american,0,2.0,3.0,japanese literature,15.0,20.0,15.0,20.0,15.0,15.0,6.0,7.0,8.0,6.0,7.0,5.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,6.0,8.0,8.0,5.0,,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.06,6.0,,3.0,5.0,0.0,0
3492,10,male,27.0,34.0,7,european/caucasian-american,european/caucasian-american,1,2.0,3.0,japanese literature,10.0,20.0,20.0,20.0,20.0,10.0,4.0,2.0,4.0,2.0,1.0,0.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,7.0,8.0,7.0,8.0,7.0,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.38,6.0,,3.0,6.0,0.0,0
3493,10,male,27.0,27.0,0,european/caucasian-american,european/caucasian-american,1,2.0,3.0,japanese literature,15.0,20.0,20.0,15.0,15.0,15.0,8.0,8.0,9.0,8.0,9.0,7.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,6.0,7.0,6.0,5.0,8.0,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.28,6.0,,3.0,5.0,0.0,0
3494,10,male,27.0,34.0,7,european/caucasian-american,european/caucasian-american,1,2.0,3.0,japanese literature,10.0,25.0,20.0,20.0,5.0,20.0,7.0,9.0,9.0,6.0,6.0,8.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,6.0,9.0,7.0,6.0,9.0,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.28,6.0,,3.0,6.0,0.0,0
3495,10,male,27.0,26.0,1,european/caucasian-american,asian/pacific islander/asian-american,0,2.0,3.0,japanese literature,10.0,30.0,30.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,5.0,7.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,7.0,7.0,7.0,9.0,9.0,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.09,6.0,,3.0,7.0,0.0,0
3496,10,male,27.0,29.0,2,european/caucasian-american,asian/pacific islander/asian-american,0,2.0,3.0,japanese literature,90.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,8.0,7.0,6.0,6.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,7.0,7.0,6.0,8.0,,,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.51,6.0,,3.0,7.0,0.0,1
3497,10,male,27.0,26.0,1,european/caucasian-american,latino/hispanic american,0,2.0,3.0,japanese literature,20.0,20.0,25.0,20.0,5.0,10.0,4.0,6.0,7.0,3.0,2.0,7.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,9.0,8.0,9.0,5.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,0.31,6.0,,3.0,7.0,0.0,1
3498,10,male,28.0,22.0,6,european/caucasian-american,other,0,8.0,9.0,mba,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,7.0,9.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,10.0,7.0,10.0,10.0,6.0,8.0,9.0,8.0,9.0,3.0,5.0,2.0,10.0,8.0,6.0,4.0,9.0,1.0,3.0,13.0,9.0,8.0,9.0,3.0,4.0,3.0,1.0,0.46,5.0,,1.0,2.0,0.0,0
